TIdx,Time,NCells_S,NCells_R,NCells
0.0,0.0,317.0,0.0,317.0
1.0,1.0,326.0,0.0,326.0
2.0,2.0,333.0,3.0,336.0
3.0,3.0,345.0,5.0,350.0
4.0,4.0,357.0,8.0,365.0
5.0,5.0,368.0,10.0,378.0
6.0,6.0,380.0,11.0,391.0
7.0,7.0,385.0,13.0,398.0
8.0,8.0,405.0,15.0,420.0
9.0,9.0,416.0,14.0,430.0
10.0,10.0,425.0,14.0,439.0
11.0,11.0,441.0,16.0,457.0
12.0,12.0,454.0,17.0,471.0
13.0,13.0,469.0,19.0,488.0
14.0,14.0,488.0,21.0,509.0
15.0,15.0,509.0,27.0,536.0
16.0,16.0,519.0,26.0,545.0
17.0,17.0,532.0,27.0,559.0
18.0,18.0,541.0,30.0,571.0
19.0,19.0,551.0,30.0,581.0
20.0,20.0,567.0,32.0,599.0
21.0,21.0,581.0,35.0,616.0
22.0,22.0,601.0,37.0,638.0
23.0,23.0,616.0,39.0,655.0
24.0,24.0,629.0,41.0,670.0
25.0,25.0,651.0,42.0,693.0
26.0,26.0,660.0,45.0,705.0
27.0,27.0,672.0,47.0,719.0
28.0,28.0,690.0,49.0,739.0
29.0,29.0,701.0,53.0,754.0
30.0,30.0,721.0,55.0,776.0
31.0,31.0,737.0,56.0,793.0
32.0,32.0,757.0,56.0,813.0
33.0,33.0,770.0,57.0,827.0
34.0,34.0,798.0,61.0,859.0
35.0,35.0,824.0,65.0,889.0
36.0,36.0,832.0,66.0,898.0
37.0,37.0,851.0,69.0,920.0
38.0,38.0,870.0,70.0,940.0
39.0,39.0,893.0,73.0,966.0
40.0,40.0,911.0,75.0,986.0
41.0,41.0,929.0,77.0,1006.0
42.0,42.0,949.0,78.0,1027.0
43.0,43.0,971.0,78.0,1049.0
44.0,44.0,990.0,83.0,1073.0
45.0,45.0,1021.0,87.0,1108.0
46.0,46.0,1028.0,95.0,1123.0
47.0,47.0,1041.0,98.0,1139.0
48.0,48.0,1069.0,101.0,1170.0
49.0,49.0,1085.0,103.0,1188.0
50.0,50.0,1105.0,107.0,1212.0
51.0,51.0,1131.0,112.0,1243.0
52.0,52.0,1166.0,114.0,1280.0
53.0,53.0,1194.0,117.0,1311.0
54.0,54.0,1210.0,118.0,1328.0
55.0,55.0,1227.0,120.0,1347.0
56.0,56.0,1251.0,126.0,1377.0
57.0,57.0,1275.0,125.0,1400.0
58.0,58.0,1295.0,128.0,1423.0
59.0,59.0,1315.0,133.0,1448.0
60.0,60.0,1339.0,136.0,1475.0
61.0,61.0,1366.0,144.0,1510.0
62.0,62.0,1401.0,150.0,1551.0
63.0,63.0,1424.0,154.0,1578.0
64.0,64.0,1445.0,157.0,1602.0
65.0,65.0,1475.0,164.0,1639.0
66.0,66.0,1504.0,166.0,1670.0
67.0,67.0,1530.0,168.0,1698.0
68.0,68.0,1549.0,170.0,1719.0
69.0,69.0,1577.0,170.0,1747.0
70.0,70.0,1600.0,172.0,1772.0
71.0,71.0,1634.0,178.0,1812.0
72.0,72.0,1658.0,182.0,1840.0
73.0,73.0,1692.0,185.0,1877.0
74.0,74.0,1730.0,189.0,1919.0
75.0,75.0,1757.0,187.0,1944.0
76.0,76.0,1795.0,188.0,1983.0
77.0,77.0,1810.0,197.0,2007.0
78.0,78.0,1855.0,201.0,2056.0
79.0,79.0,1880.0,204.0,2084.0
80.0,80.0,1905.0,210.0,2115.0
81.0,81.0,1920.0,218.0,2138.0
82.0,82.0,1948.0,223.0,2171.0
83.0,83.0,1988.0,227.0,2215.0
84.0,84.0,2021.0,233.0,2254.0
85.0,85.0,2045.0,237.0,2282.0
86.0,86.0,2070.0,239.0,2309.0
87.0,87.0,2092.0,245.0,2337.0
88.0,88.0,2128.0,252.0,2380.0
89.0,89.0,2148.0,253.0,2401.0
90.0,90.0,2184.0,256.0,2440.0
91.0,91.0,2204.0,263.0,2467.0
92.0,92.0,2253.0,268.0,2521.0
93.0,93.0,2286.0,273.0,2559.0
94.0,94.0,2324.0,272.0,2596.0
95.0,95.0,2363.0,279.0,2642.0
96.0,96.0,2389.0,284.0,2673.0
97.0,97.0,2424.0,290.0,2714.0
98.0,98.0,2458.0,295.0,2753.0
99.0,99.0,2495.0,298.0,2793.0
100.0,100.0,2523.0,299.0,2822.0
101.0,101.0,2554.0,304.0,2858.0
102.0,102.0,2587.0,310.0,2897.0
103.0,103.0,2611.0,319.0,2930.0
104.0,104.0,2653.0,321.0,2974.0
105.0,105.0,2689.0,331.0,3020.0
106.0,106.0,2729.0,338.0,3067.0
107.0,107.0,2768.0,340.0,3108.0
108.0,108.0,2812.0,338.0,3150.0
109.0,109.0,2845.0,345.0,3190.0
110.0,110.0,2883.0,350.0,3233.0
111.0,111.0,2927.0,353.0,3280.0
112.0,112.0,2947.0,361.0,3308.0
113.0,113.0,2994.0,363.0,3357.0
114.0,114.0,3028.0,367.0,3395.0
115.0,115.0,3062.0,374.0,3436.0
116.0,116.0,3097.0,378.0,3475.0
117.0,117.0,3137.0,379.0,3516.0
118.0,118.0,3182.0,385.0,3567.0
119.0,119.0,3227.0,388.0,3615.0
120.0,120.0,3257.0,399.0,3656.0
121.0,121.0,3296.0,397.0,3693.0
122.0,122.0,3355.0,401.0,3756.0
123.0,123.0,3386.0,414.0,3800.0
124.0,124.0,3437.0,417.0,3854.0
125.0,125.0,3466.0,418.0,3884.0
126.0,126.0,3514.0,429.0,3943.0
127.0,127.0,3568.0,432.0,4000.0
128.0,128.0,3597.0,441.0,4038.0
129.0,129.0,3639.0,451.0,4090.0
130.0,130.0,3682.0,461.0,4143.0
131.0,131.0,3727.0,462.0,4189.0
132.0,132.0,3759.0,464.0,4223.0
133.0,133.0,3797.0,471.0,4268.0
134.0,134.0,3831.0,475.0,4306.0
135.0,135.0,3879.0,480.0,4359.0
136.0,136.0,3920.0,483.0,4403.0
137.0,137.0,3983.0,489.0,4472.0
138.0,138.0,4007.0,493.0,4500.0
139.0,139.0,4032.0,501.0,4533.0
140.0,140.0,4085.0,511.0,4596.0
141.0,141.0,4125.0,517.0,4642.0
142.0,142.0,4166.0,530.0,4696.0
143.0,143.0,4207.0,531.0,4738.0
144.0,144.0,4259.0,541.0,4800.0
145.0,145.0,4290.0,543.0,4833.0
146.0,146.0,4345.0,548.0,4893.0
147.0,147.0,4384.0,558.0,4942.0
148.0,148.0,4447.0,563.0,5010.0
149.0,149.0,4516.0,572.0,5088.0
150.0,150.0,4554.0,577.0,5131.0
151.0,151.0,4604.0,583.0,5187.0
152.0,152.0,4647.0,585.0,5232.0
153.0,153.0,4692.0,595.0,5287.0
154.0,154.0,4737.0,603.0,5340.0
155.0,155.0,4788.0,609.0,5397.0
156.0,156.0,4834.0,613.0,5447.0
157.0,157.0,4880.0,624.0,5504.0
158.0,158.0,4935.0,631.0,5566.0
159.0,159.0,4991.0,634.0,5625.0
160.0,160.0,5038.0,640.0,5678.0
161.0,161.0,5071.0,650.0,5721.0
162.0,162.0,5128.0,657.0,5785.0
163.0,163.0,5183.0,665.0,5848.0
164.0,164.0,5231.0,677.0,5908.0
165.0,165.0,5296.0,683.0,5979.0
166.0,166.0,5342.0,693.0,6035.0
167.0,167.0,5381.0,699.0,6080.0
168.0,168.0,5437.0,704.0,6141.0
169.0,169.0,5475.0,710.0,6185.0
170.0,170.0,5537.0,712.0,6249.0
171.0,171.0,5557.0,726.0,6283.0
172.0,172.0,5631.0,735.0,6366.0
173.0,173.0,5679.0,751.0,6430.0
174.0,174.0,5742.0,753.0,6495.0
175.0,175.0,5795.0,759.0,6554.0
176.0,176.0,5873.0,770.0,6643.0
177.0,177.0,5919.0,779.0,6698.0
178.0,178.0,5985.0,784.0,6769.0
179.0,179.0,6044.0,790.0,6834.0
180.0,180.0,6087.0,802.0,6889.0
181.0,181.0,6132.0,806.0,6938.0
182.0,182.0,6173.0,817.0,6990.0
183.0,183.0,6221.0,832.0,7053.0
184.0,184.0,6287.0,843.0,7130.0
185.0,185.0,6340.0,847.0,7187.0
186.0,186.0,6390.0,851.0,7241.0
187.0,187.0,6428.0,857.0,7285.0
188.0,188.0,6479.0,858.0,7337.0
189.0,189.0,6527.0,876.0,7403.0
190.0,190.0,6576.0,881.0,7457.0
191.0,191.0,6626.0,886.0,7512.0
192.0,192.0,6656.0,893.0,7549.0
193.0,193.0,6732.0,902.0,7634.0
194.0,194.0,6773.0,901.0,7674.0
195.0,195.0,6801.0,914.0,7715.0
196.0,196.0,6842.0,927.0,7769.0
197.0,197.0,6877.0,937.0,7814.0
198.0,198.0,6932.0,939.0,7871.0
199.0,199.0,6962.0,948.0,7910.0
200.0,200.0,7008.0,957.0,7965.0
201.0,201.0,7064.0,962.0,8026.0
202.0,202.0,7101.0,968.0,8069.0
203.0,203.0,7151.0,971.0,8122.0
204.0,204.0,7183.0,978.0,8161.0
205.0,205.0,7199.0,990.0,8189.0
206.0,206.0,7239.0,1004.0,8243.0
207.0,207.0,7276.0,1004.0,8280.0
208.0,208.0,7298.0,1006.0,8304.0
209.0,209.0,7318.0,1015.0,8333.0
210.0,210.0,7340.0,1023.0,8363.0
211.0,211.0,7380.0,1027.0,8407.0
212.0,212.0,7435.0,1044.0,8479.0
213.0,213.0,7449.0,1050.0,8499.0
214.0,214.0,7492.0,1057.0,8549.0
215.0,215.0,7533.0,1068.0,8601.0
216.0,216.0,7544.0,1074.0,8618.0
217.0,217.0,7576.0,1075.0,8651.0
218.0,218.0,7607.0,1083.0,8690.0
219.0,219.0,7644.0,1088.0,8732.0
220.0,220.0,7662.0,1084.0,8746.0
221.0,221.0,7671.0,1090.0,8761.0
222.0,222.0,7710.0,1097.0,8807.0
223.0,223.0,7728.0,1101.0,8829.0
224.0,224.0,7742.0,1105.0,8847.0
225.0,225.0,7772.0,1113.0,8885.0
226.0,226.0,7798.0,1124.0,8922.0
227.0,227.0,7836.0,1122.0,8958.0
228.0,228.0,7850.0,1130.0,8980.0
229.0,229.0,7877.0,1137.0,9014.0
230.0,230.0,7884.0,1143.0,9027.0
231.0,231.0,7904.0,1143.0,9047.0
232.0,232.0,7932.0,1146.0,9078.0
233.0,233.0,7944.0,1157.0,9101.0
234.0,234.0,7965.0,1167.0,9132.0
235.0,235.0,7991.0,1169.0,9160.0
236.0,236.0,8015.0,1184.0,9199.0
237.0,237.0,8035.0,1184.0,9219.0
238.0,238.0,8025.0,1184.0,9209.0
239.0,239.0,8043.0,1188.0,9231.0
240.0,240.0,8060.0,1188.0,9248.0
241.0,241.0,8083.0,1190.0,9273.0
242.0,242.0,8093.0,1192.0,9285.0
243.0,243.0,8114.0,1202.0,9316.0
244.0,244.0,8126.0,1201.0,9327.0
245.0,245.0,8125.0,1210.0,9335.0
246.0,246.0,8159.0,1213.0,9372.0
247.0,247.0,8179.0,1219.0,9398.0
248.0,248.0,8206.0,1220.0,9426.0
249.0,249.0,8227.0,1217.0,9444.0
250.0,250.0,8236.0,1231.0,9467.0
251.0,251.0,8259.0,1234.0,9493.0
252.0,252.0,8264.0,1241.0,9505.0
253.0,253.0,8263.0,1245.0,9508.0
254.0,254.0,8290.0,1250.0,9540.0
255.0,255.0,8295.0,1242.0,9537.0
256.0,256.0,8301.0,1246.0,9547.0
257.0,257.0,8307.0,1248.0,9555.0
258.0,258.0,8349.0,1248.0,9597.0
259.0,259.0,8364.0,1241.0,9605.0
260.0,260.0,8355.0,1252.0,9607.0
261.0,261.0,8364.0,1258.0,9622.0
262.0,262.0,8377.0,1266.0,9643.0
263.0,263.0,8397.0,1273.0,9670.0
264.0,264.0,8400.0,1261.0,9661.0
265.0,265.0,8381.0,1265.0,9646.0
266.0,266.0,8407.0,1281.0,9688.0
267.0,267.0,8405.0,1279.0,9684.0
268.0,268.0,8410.0,1275.0,9685.0
269.0,269.0,8431.0,1275.0,9706.0
270.0,270.0,8459.0,1278.0,9737.0
271.0,271.0,8470.0,1279.0,9749.0
272.0,272.0,8462.0,1282.0,9744.0
273.0,273.0,8482.0,1283.0,9765.0
274.0,274.0,8494.0,1288.0,9782.0
275.0,275.0,8497.0,1299.0,9796.0
276.0,276.0,8497.0,1297.0,9794.0
277.0,277.0,8489.0,1293.0,9782.0
278.0,278.0,8489.0,1297.0,9786.0
279.0,279.0,8517.0,1296.0,9813.0
280.0,280.0,8529.0,1301.0,9830.0
281.0,281.0,8520.0,1303.0,9823.0
282.0,282.0,8533.0,1309.0,9842.0
283.0,283.0,8529.0,1310.0,9839.0
284.0,284.0,8538.0,1312.0,9850.0
285.0,285.0,8555.0,1311.0,9866.0
286.0,286.0,8554.0,1310.0,9864.0
287.0,287.0,8553.0,1315.0,9868.0
288.0,288.0,8553.0,1311.0,9864.0
289.0,289.0,8555.0,1307.0,9862.0
290.0,290.0,8555.0,1319.0,9874.0
291.0,291.0,8557.0,1317.0,9874.0
292.0,292.0,8549.0,1322.0,9871.0
293.0,293.0,8538.0,1327.0,9865.0
294.0,294.0,8548.0,1326.0,9874.0
295.0,295.0,8548.0,1319.0,9867.0
296.0,296.0,8552.0,1333.0,9885.0
297.0,297.0,8537.0,1338.0,9875.0
298.0,298.0,8536.0,1342.0,9878.0
299.0,299.0,8552.0,1336.0,9888.0
300.0,300.0,8543.0,1334.0,9877.0
301.0,301.0,8549.0,1331.0,9880.0
302.0,302.0,8541.0,1332.0,9873.0
303.0,303.0,8554.0,1338.0,9892.0
304.0,304.0,8532.0,1340.0,9872.0
305.0,305.0,8513.0,1339.0,9852.0
306.0,306.0,8508.0,1337.0,9845.0
307.0,307.0,8542.0,1340.0,9882.0
308.0,308.0,8547.0,1340.0,9887.0
309.0,309.0,8545.0,1332.0,9877.0
310.0,310.0,8528.0,1333.0,9861.0
311.0,311.0,8537.0,1333.0,9870.0
312.0,312.0,8544.0,1333.0,9877.0
313.0,313.0,8538.0,1341.0,9879.0
314.0,314.0,8540.0,1335.0,9875.0
315.0,315.0,8551.0,1336.0,9887.0
316.0,316.0,8542.0,1331.0,9873.0
317.0,317.0,8552.0,1331.0,9883.0
318.0,318.0,8560.0,1338.0,9898.0
319.0,319.0,8542.0,1336.0,9878.0
320.0,320.0,8538.0,1338.0,9876.0
321.0,321.0,8542.0,1329.0,9871.0
322.0,322.0,8545.0,1327.0,9872.0
323.0,323.0,8553.0,1327.0,9880.0
324.0,324.0,8555.0,1333.0,9888.0
325.0,325.0,8542.0,1328.0,9870.0
326.0,326.0,8545.0,1323.0,9868.0
327.0,327.0,8546.0,1319.0,9865.0
328.0,328.0,8544.0,1322.0,9866.0
329.0,329.0,8546.0,1324.0,9870.0
330.0,330.0,8539.0,1329.0,9868.0
331.0,331.0,8544.0,1332.0,9876.0
332.0,332.0,8559.0,1336.0,9895.0
333.0,333.0,8567.0,1333.0,9900.0
334.0,334.0,8558.0,1333.0,9891.0
335.0,335.0,8557.0,1339.0,9896.0
336.0,336.0,8560.0,1335.0,9895.0
337.0,337.0,8554.0,1333.0,9887.0
338.0,338.0,8551.0,1333.0,9884.0
339.0,339.0,8561.0,1340.0,9901.0
340.0,340.0,8564.0,1336.0,9900.0
341.0,341.0,8547.0,1333.0,9880.0
342.0,342.0,8543.0,1333.0,9876.0
343.0,343.0,8545.0,1335.0,9880.0
344.0,344.0,8548.0,1333.0,9881.0
345.0,345.0,8544.0,1326.0,9870.0
346.0,346.0,8532.0,1325.0,9857.0
347.0,347.0,8535.0,1326.0,9861.0
348.0,348.0,8539.0,1326.0,9865.0
349.0,349.0,8535.0,1325.0,9860.0
350.0,350.0,8550.0,1331.0,9881.0
351.0,351.0,8544.0,1333.0,9877.0
352.0,352.0,8546.0,1331.0,9877.0
353.0,353.0,8549.0,1330.0,9879.0
354.0,354.0,8557.0,1328.0,9885.0
355.0,355.0,8560.0,1332.0,9892.0
356.0,356.0,8552.0,1330.0,9882.0
357.0,357.0,8557.0,1326.0,9883.0
358.0,358.0,8563.0,1319.0,9882.0
359.0,359.0,8567.0,1319.0,9886.0
360.0,360.0,8565.0,1314.0,9879.0
361.0,361.0,8575.0,1319.0,9894.0
362.0,362.0,8584.0,1325.0,9909.0
363.0,363.0,8556.0,1325.0,9881.0
364.0,364.0,8562.0,1323.0,9885.0
365.0,365.0,8561.0,1322.0,9883.0
366.0,366.0,8573.0,1324.0,9897.0
367.0,367.0,8570.0,1329.0,9899.0
368.0,368.0,8562.0,1327.0,9889.0
369.0,369.0,8555.0,1324.0,9879.0
370.0,370.0,8559.0,1328.0,9887.0
371.0,371.0,8576.0,1328.0,9904.0
372.0,372.0,8569.0,1326.0,9895.0
373.0,373.0,8569.0,1325.0,9894.0
374.0,374.0,8570.0,1325.0,9895.0
375.0,375.0,8561.0,1316.0,9877.0
376.0,376.0,8540.0,1325.0,9865.0
377.0,377.0,8554.0,1323.0,9877.0
378.0,378.0,8564.0,1319.0,9883.0
379.0,379.0,8574.0,1324.0,9898.0
380.0,380.0,8571.0,1320.0,9891.0
381.0,381.0,8573.0,1327.0,9900.0
382.0,382.0,8560.0,1320.0,9880.0
383.0,383.0,8546.0,1321.0,9867.0
384.0,384.0,8546.0,1325.0,9871.0
385.0,385.0,8540.0,1319.0,9859.0
386.0,386.0,8560.0,1318.0,9878.0
387.0,387.0,8553.0,1313.0,9866.0
388.0,388.0,8557.0,1314.0,9871.0
389.0,389.0,8556.0,1312.0,9868.0
390.0,390.0,8565.0,1317.0,9882.0
391.0,391.0,8564.0,1325.0,9889.0
392.0,392.0,8578.0,1321.0,9899.0
393.0,393.0,8565.0,1318.0,9883.0
394.0,394.0,8550.0,1321.0,9871.0
395.0,395.0,8541.0,1325.0,9866.0
396.0,396.0,8550.0,1322.0,9872.0
397.0,397.0,8559.0,1319.0,9878.0
398.0,398.0,8559.0,1315.0,9874.0
399.0,399.0,8568.0,1316.0,9884.0
400.0,400.0,8562.0,1318.0,9880.0
401.0,401.0,8565.0,1319.0,9884.0
402.0,402.0,8565.0,1312.0,9877.0
403.0,403.0,8550.0,1309.0,9859.0
404.0,404.0,8553.0,1308.0,9861.0
405.0,405.0,8562.0,1315.0,9877.0
406.0,406.0,8581.0,1316.0,9897.0
407.0,407.0,8578.0,1317.0,9895.0
408.0,408.0,8575.0,1307.0,9882.0
409.0,409.0,8555.0,1302.0,9857.0
410.0,410.0,8552.0,1313.0,9865.0
411.0,411.0,8546.0,1311.0,9857.0
412.0,412.0,8553.0,1310.0,9863.0
413.0,413.0,8562.0,1317.0,9879.0
414.0,414.0,8567.0,1308.0,9875.0
415.0,415.0,8562.0,1303.0,9865.0
416.0,416.0,8571.0,1307.0,9878.0
417.0,417.0,8573.0,1318.0,9891.0
418.0,418.0,8560.0,1312.0,9872.0
419.0,419.0,8582.0,1314.0,9896.0
420.0,420.0,8576.0,1314.0,9890.0
421.0,421.0,8569.0,1314.0,9883.0
422.0,422.0,8580.0,1317.0,9897.0
423.0,423.0,8596.0,1317.0,9913.0
424.0,424.0,8589.0,1308.0,9897.0
425.0,425.0,8581.0,1307.0,9888.0
426.0,426.0,8586.0,1311.0,9897.0
427.0,427.0,8579.0,1309.0,9888.0
428.0,428.0,8576.0,1304.0,9880.0
429.0,429.0,8597.0,1304.0,9901.0
430.0,430.0,8574.0,1307.0,9881.0
431.0,431.0,8573.0,1304.0,9877.0
432.0,432.0,8564.0,1305.0,9869.0
433.0,433.0,8567.0,1304.0,9871.0
434.0,434.0,8574.0,1310.0,9884.0
435.0,435.0,8582.0,1308.0,9890.0
436.0,436.0,8587.0,1311.0,9898.0
437.0,437.0,8574.0,1310.0,9884.0
438.0,438.0,8591.0,1308.0,9899.0
439.0,439.0,8585.0,1301.0,9886.0
440.0,440.0,8576.0,1302.0,9878.0
441.0,441.0,8582.0,1300.0,9882.0
442.0,442.0,8575.0,1303.0,9878.0
443.0,443.0,8554.0,1311.0,9865.0
444.0,444.0,8581.0,1309.0,9890.0
445.0,445.0,8572.0,1304.0,9876.0
446.0,446.0,8565.0,1304.0,9869.0
447.0,447.0,8574.0,1307.0,9881.0
448.0,448.0,8598.0,1307.0,9905.0
449.0,449.0,8594.0,1302.0,9896.0
450.0,450.0,8574.0,1304.0,9878.0
451.0,451.0,8578.0,1301.0,9879.0
452.0,452.0,8572.0,1300.0,9872.0
453.0,453.0,8579.0,1299.0,9878.0
454.0,454.0,8575.0,1307.0,9882.0
455.0,455.0,8583.0,1308.0,9891.0
456.0,456.0,8578.0,1302.0,9880.0
457.0,457.0,8590.0,1302.0,9892.0
458.0,458.0,8580.0,1304.0,9884.0
459.0,459.0,8580.0,1298.0,9878.0
460.0,460.0,8564.0,1301.0,9865.0
461.0,461.0,8570.0,1299.0,9869.0
462.0,462.0,8574.0,1297.0,9871.0
463.0,463.0,8598.0,1297.0,9895.0
464.0,464.0,8599.0,1303.0,9902.0
465.0,465.0,8591.0,1303.0,9894.0
466.0,466.0,8594.0,1298.0,9892.0
467.0,467.0,8580.0,1295.0,9875.0
468.0,468.0,8578.0,1290.0,9868.0
469.0,469.0,8558.0,1283.0,9841.0
470.0,470.0,8571.0,1290.0,9861.0
471.0,471.0,8589.0,1297.0,9886.0
472.0,472.0,8579.0,1301.0,9880.0
473.0,473.0,8582.0,1301.0,9883.0
474.0,474.0,8593.0,1301.0,9894.0
475.0,475.0,8604.0,1299.0,9903.0
476.0,476.0,8593.0,1298.0,9891.0
477.0,477.0,8587.0,1297.0,9884.0
478.0,478.0,8582.0,1297.0,9879.0
479.0,479.0,8584.0,1298.0,9882.0
480.0,480.0,8592.0,1297.0,9889.0
481.0,481.0,8581.0,1300.0,9881.0
482.0,482.0,8574.0,1300.0,9874.0
483.0,483.0,8577.0,1300.0,9877.0
484.0,484.0,8591.0,1300.0,9891.0
485.0,485.0,8590.0,1298.0,9888.0
486.0,486.0,8562.0,1298.0,9860.0
487.0,487.0,8567.0,1289.0,9856.0
488.0,488.0,8557.0,1292.0,9849.0
489.0,489.0,8558.0,1294.0,9852.0
490.0,490.0,8579.0,1296.0,9875.0
491.0,491.0,8591.0,1299.0,9890.0
492.0,492.0,8598.0,1299.0,9897.0
493.0,493.0,8600.0,1296.0,9896.0
494.0,494.0,8594.0,1292.0,9886.0
495.0,495.0,8579.0,1288.0,9867.0
496.0,496.0,8566.0,1289.0,9855.0
497.0,497.0,8575.0,1293.0,9868.0
498.0,498.0,8574.0,1296.0,9870.0
499.0,499.0,8587.0,1296.0,9883.0
500.0,500.0,8586.0,1298.0,9884.0
501.0,501.0,8581.0,1300.0,9881.0
502.0,502.0,8598.0,1300.0,9898.0
503.0,503.0,8588.0,1297.0,9885.0
504.0,504.0,8582.0,1295.0,9877.0
505.0,505.0,8578.0,1299.0,9877.0
506.0,506.0,8579.0,1297.0,9876.0
507.0,507.0,8579.0,1295.0,9874.0
